id,name,god_0,god_1,god_2,city,addr,religion,reg_type,tel,principal,others,longitude,latitude
1751286,普忠里福德祠,福德正神,,,桃園市,桃園市中壢區新中一街29號,道教,正式登記,03-455-2813,陳光明,,121.243560791016,24.9600067138672
1751288,陽明山慈惠堂,瑤池金母,,,臺北市,臺北市北投區溫泉里奇岩路17號,道教,正式登記,02-28914336,陳天來,,121.508003234863,25.1337890625
1751291,和德祠,福德正神,,,臺北市,臺北市大同區永樂里甘谷街42號,道教,正式登記,02-25550172,李林世津,,121.510612487793,25.0528335571289
1751293,新坡尾福德廟,福德正神,,,臺北市,臺北市內湖區內湖路3段367號,道教,補辦登記,09-32012098,李明和,,121.583503723145,25.0895404815674
1751296,福德宮,福德正神,,,基隆市,基隆市七堵區瑪東里大同街59之1號旁,道教,補辦登記,02-24310893,李添財,,121.686279296875,25.134256362915
1751299,先天道院,明明上帝,,,臺北市,臺北市萬華區孝德里寶興街188巷2號,一貫道,正式登記,02-23056278,劉定文,,121.495101928711,25.0233306884766
1751301,太初玄清宮,三清道祖,,,新竹市,新竹市香山區瑞光街164巷99號,道教,正式登記,03-5385116,葉金進,,120.921195983887,24.7979965209961
1751302,育德講堂,普庵祖師,,,桃園市,桃園市桃園區國際路1段700巷13號,一貫道,補辦登記,03-3665300,陳富美,,121.290916442871,24.9774341583252
1751305,保民堂,神農大帝,,,新北市,新北市瑞芳區瓜山里金光路117號,道教,補辦登記,02-24961249,郭先智,,121.853897094727,25.1062297821045
1751308,淡水行忠宮,關聖帝君,,,新北市,新北市淡水區沙崙里新民街一段80號,道教,補辦登記,091-0759187,黃德利,,121.427597045898,25.1891193389893
1751317,佛教弘誓學院,釋迦牟尼佛,,,桃園市,桃園市觀音區新富路一段622巷28號,佛教,正式登記,03-4987325,李素英,,121.142555236816,25.0089721679688
1751318,德玄宮,太上老君,,,新北市,新北市石碇區豐田里3鄰磨石坑36號,道教,補辦登記,02-26631845,吳春生,,121.69165802002,24.9659423828125
1751321,福德祠,福德正神,,,新北市,新北市汐止區長安里長興街一段79號之1,道教,補辦登記,02-86488699,蘇文進,,121.670799255371,25.0797595977783
1751322,神桌洲福德宮(已廢止),福德正神,,,新北市,新北市板橋區大觀路2段174巷129弄70號邊,道教,補辦登記,02-29683323,施火星,,121.442001342773,25.0004997253418
1751329,正興宮,孚佑帝君,,,新北市,新北市淡水區崁頂里崁頂15號,道教,補辦登記,02-26230910,呂嘉騏,,121.439399719238,25.1858806610107
1751339,鼻頭福靈宮,福德正神,,,新北市,新北市瑞芳區鼻頭路1號後,道教,補辦登記,09-63757871,陳旺佳,,121.915786743164,25.1248645782471
1751447,豐安廟,四府將軍,,,新竹市,新竹市香山區大庄里7鄰宮口街57巷23號,道教,補辦登記,03-5382639,張江河,,120.921508789063,24.7918186187744
1751499,后厝福德宮,福德正神,,,桃園市,桃園市觀音區保障村15鄰草漯107-1號,道教,補辦登記,03-4830448,曾武龍,,121.145904541016,25.0492897033691
1751501,港口奉聖宮,天上聖母,,,臺北市,臺北市信義區臥龍街11055 431巷52號,道教,正式登記,02-27361249,羅李阿昭,,121.563499450684,25.012020111084
1751503,福壽宮,福德正神,,,新北市,新北市汐止區環河里2鄰吉林街24巷底,道教,補辦登記,02-26941552,林蔡金麗,,121.619400024414,25.064769744873
1751504,保長仙姑廟,陳仙姑,,,新北市,新北市汐止區保長里長興街二段50巷50號之1,道教,補辦登記,02-86489949,林素美,,121.675498962402,25.080680847168
1751525,瑞濱深德宮,天上聖母,,,新北市,新北市瑞芳區瑞濱里瑞濱路123之1號,道教,補辦登記,02-24966599,黃國展,,121.820701599121,25.119499206543
1751527,蓮池寺,釋迦牟尼佛,,,臺北市,臺北市萬華區柳鄉里桂林路246巷48號,佛教,正式登記,02-23060053,劉清銓,,121.492500305176,25.0368003845215
1751529,天寶殿,瑤池金母,,,新北市,新北市淡水區樹興里白石腳3號,道教,補辦登記,02-26219597,翁嘉宏,,121.487503051758,25.1751708984375
1751548,財團法人台灣省基隆市慈安宮,中壇元帥,,,基隆市,基隆市中正區正義路2巷6之1號,道教,正式登記,02-24231572,,,121.74747467041,25.1327648162842
1751549,財團法人台灣省桃園縣大崙崇德宮,三官大帝,,,桃園市,桃園市中壢區內厝里9鄰中正路4段26巷36號,,正式登記,03-4982592,劉利添,,0.0,0.0
1751594,九龍順天宮,玄天上帝,,,新北市,新北市五股區集賢里凌雲路2段35號之1,道教,補辦登記,02-22923479,李永芳,,121.43879699707,25.1027507781982
1751600,玉泉山普照宮,關聖帝君,,,新竹縣,新竹縣竹東鎮商華里環山路5號,道教,正式登記,03-5962478,邱鴻發,,121.082939147949,24.7328357696533
1751603,甘泉寺,普庵祖師,,,桃園市,桃園市觀音區觀音里1鄰甘泉街1號,佛教,正式登記,03-4732622,曾献奉,,121.081703186035,25.0369853973389
1751604,南屏山壺酒寺,濟公活佛,,,新北市,新北市石碇區永定里8鄰蚯蚓坑19之3號,佛教,補辦登記,093-6340093,蔡水面,,121.690299987793,25.0034503936768
1751605,覺真宮,孚佑帝君,,,新北市,新北市石碇區格頭里北宜路5段濕水子巷2號,道教,補辦登記,02-26651769,陳金財,,121.634696960449,24.9509506225586
1751607,八德寺,濟公活佛,,,新北市,新北市汐止區保新街149號,佛教,補辦登記,02-26416971,蔡松輝,,121.688613891602,25.0700492858887
1751608,妙慧禪寺,釋迦牟尼佛,,,新北市,新北市汐止區小坑路8號,佛教,補辦登記,02-26422874,釋大嚴,,121.693199157715,25.0653800964355
1751643,福興宮,福德正神,,,基隆市,基隆市七堵區大同街瑪東里15號前,道教,補辦登記,02-24565971,楊秀雄,,121.69758605957,25.1169338226318
1751645,南山放生寺,藥師佛,,,新北市,新北市中和區華南里忠孝街108號,佛教,正式登記,02-29450777,釋慧峰,,121.512199401855,24.9847297668457
1751646,東德宮,五府千歲,,,新北市,新北市中和區積穗里新生街112巷臨20號,道教,補辦登記,02-22229013,謝志明,,121.482299804688,25.0030498504639
1751653,礁溪里福德宮,福德正神,,,新北市,新北市三峽區礁溪里長泰街56巷6之1號,道教,補辦登記,02-26710289,陳俊明,,121.37809753418,24.9328193664551
1751658,妙覺寺,釋迦牟尼佛,,,桃園市,桃園市大溪區美山美華里10鄰美山路2段1巷98弄51號,佛教,正式登記,03-3884150,李衍淇,,121.302597045898,24.8692798614502
1751660,無極宮,瑤池金母,,,新北市,新北市八里區米倉里牛寮埔11號之3,道教,補辦登記,02-26102254,陳文果,,121.432197570801,25.1425495147705
1751661,一如慈惠堂,瑤池金母,,,新北市,新北市八里區荖阡里荖阡坑路24號,道教,補辦登記,02-26102691,苑廖春靜,,121.399696350098,25.1376495361328
1751667,代天殿靈雲宮,三聖大帝,,,臺北市,臺北市信義區信義路5段150巷22弄43號,道教,正式登記,03-4505571,林永昌,,121.571098327637,25.0275897979736
1751668,福光寺,普庵祖師,,,基隆市,基隆市信義區培德路209號,佛教,正式登記,02-24656157,劉振裕,,121.773597717285,25.1290397644043
1751674,仁安廟,三山國王,,,新北市,新北市貢寮區真理里新港街26巷53之1號,道教,補辦登記,02-24902606,吳心能,,121.92749786377,25.0535907745361
1751687,順天宮,福德正神,三太子,,新竹市,新竹市香山區內湖里中華路六段226巷48號,道教,補辦登記,03-5372068,王炳南,,120.90754699707,24.7416744232178
1751688,大陳義胞觀音寺,普庵祖師,,,新北市,新北市永和區新生路273巷1之1號,道教,補辦登記,02-29223026,顏達中,,121.505249023438,25.012788772583
1751709,檀林寺,釋迦牟尼佛,,,桃園市,桃園市復興區三民里丸山2鄰3之2號,佛教,補辦登記,03-3328323,李麗芬,,121.345092773438,24.8226680755615
1751730,天后宮,天上聖母,,,新竹市,新竹市東區三民里10鄰中華路二段52號,道教,正式登記,03-5322666,林振永,,120.981201171875,24.8084506988525
1751731,新竹市東勢福龍山宮,福德正神,,,新竹市,新竹市東區東勢里2鄰東勝路46號,道教,正式登記,03-5752613,吳建銘,,120.987503051758,24.8036003112793
1751735,潮音禪寺,釋迦牟尼佛,,,新竹縣,新竹縣關西鎮東安里1鄰中豐路一段80巷10號,佛教,正式登記,03-5872267,姜仁等,,121.177803039551,24.7846202850342
1751797,龍星眾天殿,天上聖母,,,新北市,新北市石碇區潭邊里湳窟路42號,道教,補辦登記,02-26631971,鍾君明,,121.655174255371,24.9941940307617
1751799,靈菩寺,普庵祖師,,,新北市,新北市汐止區忠孝東路512號旁往上450公尺處,佛教,補辦登記,02-86482247,郭華明,,121.666900634766,25.0754909515381
1751800,板橋市正聖福德宮,福德正神,,,新北市,新北市板橋區自由路26巷30號,道教,補辦登記,02-22569557,簡光宏,,121.466796875,25.0224094390869
1751801,三抱竹聚安宮,福德正神,,,新北市,新北市板橋區福安里大觀路二段162號(暫厝),道教,補辦登記,02-29662417,吳濟田,,121.442810058594,24.9988899230957
1751802,板橋接雲寺,普庵祖師,,,新北市,新北市板橋區西門街69號,佛教,補辦登記,02-29660766,江清秀,,121.454399108887,25.0088806152344
1751810,福海宮,天上聖母,,,基隆市,基隆市信義區教孝街55巷11弄16號,佛教,補辦登記,02-24653455,陳進(暫代)往生,,121.774337768555,25.1390933990479
1751819,靈台山靈玄宮,靈山老母,,,基隆市,基隆市七堵區華新二路105之3號,道教,補辦登記,02-24522049,林慶盛,,121.659927368164,25.1232662200928
1751820,白馬寺,釋迦牟尼佛,,,新北市,新北市中和區橫路里興南路三段40巷26號,佛教,正式登記,02-29426228,林玉珍,,121.494598388672,24.9785003662109
1751876,瑞福宮,福德正神,,,新北市,新北市瑞芳區柑坪里明燈路1段84號前,道教,補辦登記,02-24969135,許朝明,,121.819999694824,25.1078796386719
1751877,碧雲宮,玉皇大帝,,,新北市,新北市瑞芳區深澳里深澳路3號,道教,補辦登記,02-24975906,賴孟宏,,121.816398620605,25.1290893554688
1751903,石和宮,關聖帝君,,,新竹縣,新竹縣新豐鄉埔和村19鄰212之1號,道教,補辦登記,03-5689498,洪華駿,,120.997886657715,24.9343528747559
1751904,永安寺,釋迦牟尼佛,,,桃園市,桃園市平鎮區湧光里8鄰湧光路106號,佛教,正式登記,03-4696358,古菊妹,,121.209800720215,24.8969593048096
1751917,福德神宮,福德正神,,,新竹市,新竹市東區福德里6鄰福德街4號,道教,正式登記,03-5265480,蔡永鴻,,120.964996337891,24.7991600036621
1751918,真福地土地公,福德正神,,,新竹市,新竹市東區高峰路202巷3號,道教,正式登記,03-5230176,陳耿弘,,120.976501464844,24.7857704162598
1751928,恆光禪寺,釋迦牟尼佛,,,臺北市,臺北市內湖區碧山路44之6號,佛教,正式登記,02-27933000,吳貞治,,121.589202880859,25.1062202453613
1751931,財團法人新北市淡水無極天元宮,關聖帝君,,,新北市,新北市淡水區水源里北新路3段36號,道教,正式登記,02-26212759,周志達,,121.484703063965,25.1863899230957
1751933,財團法人台灣省新竹市天王宮,李靖托塔天王,,,新竹市,新竹市北區民富里民富街178巷23弄2號,道教,正式登記,03-5252989,李玉玲,,120.958282470703,24.8072547912598
1751934,財團法人奉天宮,天上聖母,,,新竹市,新竹市東區明湖路482巷101號,道教,正式登記,03-5201781,江義德,,120.962516784668,24.7838039398193
1751935,財團法人新北市拱北殿,孚佑帝君,,,新北市,新北市汐止區烘內里汐萬路3段88號,道教,正式登記,02-26461888,林賴松,,121.641899108887,25.0943698883057
1751948,新約龍華佛教聖國山保安堂,普庵祖師,,,臺北市,臺北市萬華區富民里康定路188巷4弄6號,佛教,正式登記,02-23114785,蘇三吉,,121.501403808594,25.0388793945313
1751951,武廟,關聖帝君,,,桃園市,桃園市桃園區民生路167號,道教,正式登記,03-3398175,徐松年,,121.312812805176,24.9943256378174
1751952,太極宮,三清道祖,,,桃園市,桃園市桃園區大有里三元街566號,道教,補辦登記,03-3343168,王德基,,121.318603515625,25.0027904510498
1751954,保安宮,關聖帝君,,,新北市,新北市瑞芳區侯硐里2鄰侯硐路302號,道教,正式登記,02-24972506,黃奕源,,121.831596374512,25.0898456573486
1751988,松山靈隱寺,普庵祖師,,,臺北市,臺北市信義區松隆里松山路臨677之15號,佛教,正式登記,02-27281139,許蓮池,,121.581398010254,25.0250301361084
1751989,極樂寺,釋迦牟尼佛,,,基隆市,基隆市信義區信二路270號,佛教,正式登記,02-24222570,釋星雲,,121.747291564941,25.1308403015137
1752022,財團法人新北市東陽宮,李太白金星,,,新北市,新北市鶯歌區尖山里尖山路86號,道教,正式登記,02-26792550,張天養,,121.348197937012,24.949670791626
1752041,國聖仁和宮,周府將軍,,,新北市,新北市萬里區野柳里坑內11號,道教,補辦登記,02-24983717,張淑慧,,121.686485290527,25.20263671875
1752050,心善寺,釋迦牟尼佛,,,桃園市,桃園市新屋區埔頂里埔頂路416號,佛教,補辦登記,03-4871028,呂萬銘,,121.11067199707,24.9564437866211
1752097,財團法人承天武聖廟,關聖帝君,,,臺北市,臺北市信義區黎安里臥龍街477之12號,道教,正式登記,02-27353788,黃裕欽,,121.563499450684,25.012020111084
1752102,財團法人台北市華嚴蓮社,釋迦牟尼佛,,,臺北市,臺北市中正區濟南路2段44號,佛教,正式登記,02-23513868,許傳齡,,121.530700683594,25.0404090881348
1752105,財團法人台北市圓通學苑,釋迦牟尼佛,,,臺北市,臺北市大安區錦華里潮州街58之1號,佛教,正式登記,02-23217983,游月台,,121.523582458496,25.0292320251465
1752112,福明殿,福德正神,,,基隆市,基隆市七堵區華新一路9之5號,道教,補辦登記,02-24515607,高淮徑,,121.666603088379,25.0889701843262
1752121,五鳳慈蓮寺,準提菩薩,,,新北市,新北市三峽區金圳里金敏54之2號,道教,補辦登記,02-26720653,陳芸汶,,121.40470123291,24.8854103088379
1752131,山口廟,舍人公,,,新北市,新北市三重區光陽里中華路2巷31弄10號,道教,補辦登記,02-29851038,蔡詩鴻,,121.48210144043,25.0608005523682
1752132,三重同仁宮,福德正神,,,新北市,新北市三重區二重里大有街1之41號,道教,補辦登記,02-29813014,葉德根,,121.476501464844,25.0653705596924
1752137,梘頭福德祠,福德正神,,,臺北市,臺北市內湖區內湖路2段450號,道教,正式登記,02-27928299,黃家村,,121.592498779297,25.083589553833
1752140,金剛寺,釋迦牟尼佛,,,新竹縣,新竹縣峨眉鄉七星村14鄰57號,佛教,正式登記,03-5809206,蕭麗芬,,121.015701293945,24.6466007232666
1752144,龍泉寺,釋迦牟尼佛,,,新竹市,新竹市東區高峰里8鄰寶山路188巷2號,佛教,正式登記,03-5229215,許苡汎,,120.975898742676,24.7905807495117
1752152,佛心禪寺,燃燈佛,釋迦牟尼佛,彌勒佛,新北市,新北市坪林區上德里坪碇路333號,佛教,補辦登記,02-26656965,王翠霞,,121.683799743652,24.9528045654297
1752156,照善寺,釋迦牟尼佛,,,基隆市,基隆市仁愛區復興街73巷95號,佛教,補辦登記,02-24260063,洪碧玉,,121.754127502441,25.1249656677246
1752157,天澤宮,廣澤尊王,,,基隆市,基隆市仁愛區南新街51巷73之5號,道教,補辦登記,02-24269106,陳勇呈,,121.749183654785,25.1212062835693
1752161,天聖宮,五府千歲,,,基隆市,基隆市中正區祥豐街449巷43號,道教,補辦登記,02-24622033,謝許月鶯,,121.76789855957,25.1476593017578
1752164,台北市士林承德福德宮,福德正神,,,臺北市,臺北市士林區後港街劍潭路40號,道教,正式登記,02-25322521,陳福隆,,121.522598266602,25.0830307006836
1752213,台北市文山區溝子口福德宮,福德正神,,,臺北市,臺北市文山區木柵路1段59巷1號,道教,正式登記,02-22360769,翁傳煌,,121.551300048828,24.9879302978516
1752227,財團法人新北市新店區太平宮,開漳聖王,,,新北市,新北市新店區太平里太平路61號,道教,正式登記,02-22110081,黃朝安,,121.533096313477,24.9588508605957
1752230,財團法人台灣省基隆市益心堂,金仙姑菩薩,,,基隆市,基隆市安樂區干城里安一路266巷99號,佛教,正式登記,02-24230819,陳淑姿,,121.72859954834,25.1327991485596
1752249,淡水大王廟,城隍爺,,,新北市,新北市淡水區忠寮里大竹圍5號,道教,補辦登記,02-26201145,李啟鈗,,121.466606140137,25.1953105926514
1752250,淡水孫臏宮,孫臏祖師,,,新北市,新北市淡水區中興里水源街一段47巷2號,道教,補辦登記,02-26233865,邱加斗,,121.443901062012,25.1724891662598
1752251,興音寺,普庵祖師,,,新北市,新北市淡水區樹興里興福寮1之6號,佛教,補辦登記,02-86260140,余秋花,,121.488296508789,25.1639995574951
1752252,新北市三寶宮,天上聖母,,,新北市,新北市淡水區水源里南勢埔20號,道教,補辦登記,02-26218587,黃東元,,121.481796264648,25.1783103942871
1752256,護國宮,中壇元帥,,,桃園市,桃園市桃園區中德里15鄰國際路一段401巷123號,道教,正式登記,03-3677405,林銘域,,121.28929901123,24.9665508270264
1752257,崇福寺,釋迦牟尼佛,,,桃園市,桃園市桃園區長安里2鄰民光路168號,佛教,補辦登記,03-3341637,陳建安,,121.304817199707,25.003812789917
1752258,天龍宮,顯應祖師,,,新北市,新北市深坑區阿柔里阿柔洋61號,道教,補辦登記,02-26621931,辜寶童,,121.606796264648,24.9979705810547
1752276,財團法人新竹市東山綠水福德會,福德正神,,,新竹市,新竹市東區綠水里博愛街79巷8號,道教,正式登記,03-5712202,鄭勝焱,,120.981872558594,24.7986602783203
1752288,三塊厝靈安宮,四府將軍,,,新竹市,新竹市香山區樹下里6鄰樹下街95號,道教,正式登記,03-5388266,吳子龍,,120.934364318848,24.799503326416
1752292,新店明聖宮,謝映登仙翁,,,新北市,新北市新店區北宜路二段63巷20號,道教,補辦登記,02-22172020,陳忠作,,121.549201965332,24.9522094726563
1752299,珊瑚貝殼廟,濟公活佛,,,新北市,新北市三芝區二坪頂69號,道教,補辦登記,02-26367002,謝榮壽,,121.539703369141,25.2384395599365
1752300,北海聖雲宮,天上聖母,,,新北市,新北市三芝區福德里埔尾1之2號,道教,補辦登記,02-26362861,江宗柏,,121.499603271484,25.2482299804688
1752325,北城慈雲堂,正一天師,,,新北市,新北市三峽區安坑63之2號,道教,補辦登記,02-26726989,林信,,121.474403381348,24.927619934082
1752326,台北市文昌宮,文昌帝君,,,臺北市,臺北市中山區集英里民生西路45巷9號,道教,正式登記,02-25210366,黃忠慶,,121.520896911621,25.0572891235352
1752329,永昌宮,神農大帝,,,桃園市,桃園市大溪區南興里11鄰仁和路二段190巷27號,道教,正式登記,03-3806459,徐福全,,121.26490020752,24.9044094085693
1752332,上乘靜修精舍,釋迦牟尼佛,,,新北市,新北市八里區長坑里楓林坑8號,佛教,補辦登記,02-26104545,簡寬義,,121.381698608398,25.1328792572021
1752333,海龍宮,普庵祖師,,,新北市,新北市五股區德音里成泰路1段189巷臨41號,道教,補辦登記,02-22932276,陳淑娟,,121.42790222168,25.0755405426025
1752334,彌勒佛殿,明明上帝,,,桃園市,桃園市八德區廣福路669之17號,一貫道,補辦登記,03-3660485,林豐凡,,121.283340454102,24.9596843719482
1752341,鳳蓮宮,普庵祖師,,,新竹縣,新竹縣新豐鄉山崎村建興路一段51巷58號,佛教,正式登記,03-5595689,何啟霖,,120.994567871094,24.8719387054443
1752342,福明宮,三官大帝,,,桃園市,桃園市平鎮區雙連里雙福路2段2號,道教,正式登記,03-4900569,劉興村,,121.185066223145,24.9658660888672
1752369,慈法禪寺,釋迦牟尼佛,,,新北市,新北市土城區廣福里學府路一段23巷21號6樓(暫厝),佛教,補辦登記,02-22612276,徐明輝,,121.458099365234,24.9871292114258
1752386,大仙廟,仙公,,,新竹縣,新竹縣北埔鄉水磜村7鄰水磜子42號,道教,補辦登記,03-5803031,林永源,,121.056251525879,24.710428237915
1752400,台北文山興安宮,福德正神,,,臺北市,臺北市文山區仙岩路16巷64號,道教,補辦登記,02-86632817,賴榮富,,121.550201416016,24.9963798522949
1752403,竹月寺,普庵祖師,,,臺北市,臺北市內湖區環山路2段50巷14弄臨14之7號,佛教,補辦登記,02-27979284,陳雪慧,,121.571601867676,25.0897903442383
1752407,福德宮,福德正神,,,基隆市,基隆市七堵區瑪東里大同街31號之1,道教,補辦登記,02-24565997,李簡樹,,121.695220947266,25.1263427734375
1752452,和衷宮,朱府王爺,,,新北市,新北市淡水區草東里公明街56巷1號,道教,補辦登記,02-26264155,黃逢晚,,121.443496704102,25.1683597564697
1752455,上天福安宮,福德正神,,,新北市,新北市瑞芳區上天里滴水子路29號,道教,補辦登記,02-24578822,林其鋒,,121.772399902344,25.0816593170166
1752466,境福宮,福德正神,,,新竹市,新竹市香山區南隘里8鄰南隘路二段151巷27號,道教,正式登記,03-5371309,邱坤源,,120.936752319336,24.7306213378906
1752523,隆聖宮,關聖帝君,,,新竹縣,新竹縣峨眉鄉富興村2鄰忠義街16號,道教,正式登記,03-5806902,黎傳炳,,120.988578796387,24.6886806488037
1752527,萬佛禪寺,釋迦牟尼佛,,,新竹市,新竹市東區東山里1鄰寶山路151號,佛教,正式登記,03-5222474,徐月娥,,120.976409912109,24.7911319732666
1752529,永平寺,釋迦牟尼佛,,,新北市,新北市三芝區興華里車埕79號,佛教,正式登記,02-26372889,林妙貞,,121.496299743652,25.200740814209
1752547,陀靈寺,地藏王菩薩,,,新北市,新北市五股區集福里7鄰孝義路48號,佛教,補辦登記,02-22913816,葉雲丙,,121.454597473145,25.1105995178223
1752575,財團法人台北市松山寺,釋迦牟尼佛,,,臺北市,臺北市信義區雙和里吳興街284巷17之1號,佛教,正式登記,02-27384304,吳懿貞,,121.569000244141,25.023380279541
1752581,雲義山帝君廟,關聖帝君,,,基隆市,基隆市七堵區自強路45-2號,道教,補辦登記,02-24555522,蔡明德,,121.705497741699,25.1105804443359
1752583,埤仔頭福德宮,福德正神,,,新北市,新北市中和區外南里南山路236之1號,道教,正式登記,02-89410077,游塗容,,121.506401062012,24.9894008636475
1752584,中和九玄宮,玄天上帝,,,新北市,新北市中和區新南里景平路493巷12弄臨16號,道教,補辦登記,02-22454912,葉承祐,,121.499397277832,24.9974594116211
1752590,千佛山華德禪寺,燃燈佛,釋迦牟尼佛,彌勒佛,新北市,新北市三峽區溪南里介壽路二段138巷1弄166號,佛教,補辦登記,02-86768953,蘇敏月,,121.403198242188,24.9274291992188
1752596,東興宮,開漳聖王,,,桃園市,桃園市大溪區新峰里復興路2段758巷45號,道教,正式登記,03-3825576,姚俊雄,,121.318496704102,24.8295001983643
1752598,八里慈惠堂,瑤池金母,,,新北市,新北市八里區龍形一街33巷17號(暫厝),道教,補辦登記,02-26182555,蔡萬得,,121.449501037598,25.1293792724609
1752599,台北縣八里鄉竹龍廟,玉皇大帝,,,新北市,新北市八里區大崁里3鄰20號,道教,正式登記,02-26103645,張金蓮,,121.42310333252,25.1590919494629
1752602,青雲宮,神農大帝,,,臺北市,臺北市大同區民權西路160巷30弄7號,道教,正式登記,02-25571606,張袖傑,,121.515800476074,25.0613193511963
1752604,台北市內湖區碧霞宮,玉皇三公主娘娘,,,臺北市,臺北市內湖區碧山路29號,道教,補辦登記,02-27904630,易輝聰,,121.58869934082,25.0940895080566
1752625,真聖堂,孚佑帝君,,,臺北市,臺北市大同區延平北路2段61巷16號,佛教,正式登記,02-25568206,張謝惠芳,,121.512100219727,25.055477142334
1752636,漁澳順天宮,天上聖母,,,新北市,新北市萬里區龜吼里漁澳路4號,道教,補辦登記,02-24922089,陳國龍,,121.683601379395,25.1898403167725
1752681,菩提講堂,釋迦牟尼佛,,,臺北市,臺北市大同區建泰里南京西路18巷4弄2號,佛教,正式登記,02-25585736,陳氷痕,,121.52010345459,25.0522594451904
1752694,大普義福德宮,福德正神,,,桃園市,桃園市中壢區普義149號邊,道教,補辦登記,03-4615470,管正光,,121.240303039551,24.9649868011475
1752703,五股順天府,池府王爺,,,新北市,新北市五股區集賢里凌雲路二段62號之5,道教,補辦登記,02-22918751,陳勝源,,121.442199707031,25.1051502227783
1752787,保民殿,神農大帝,,,新北市,新北市雙溪區魚行里魚杭1號,道教,正式登記,02-24931749,曹拯民,,121.880447387695,25.026611328125
1752790,慈明寺,濟公活佛,,,基隆市,基隆市暖暖區過港路10巷353號,佛教,正式登記,02-24576783,釋見羹,,121.742652893066,25.1062316894531
1752817,南昌宮,王爺,,,新竹縣,新竹縣北埔鄉南埔村2鄰17號,道教,正式登記,03-5802076,蕭宗芳,,121.041778564453,24.6970119476318
1752837,通淮宮,關聖帝君,,,基隆市,基隆市中山區西定路104巷68號,道教,正式登記,02-24235722,陳黃富美,,121.735496520996,25.1346092224121
1752844,興元宮,三官大帝,,,桃園市,桃園市中壢區龍岡龍興里龍岡路三段37巷92弄102之1號,道教,補辦登記,03-4583276 / 4583282,吳嘉和,,121.232902526855,24.9393672943115
1752846,上清宮,無極聖祖,,,臺北市,臺北市北投區大屯里復興三路230巷29號,道教,正式登記,02-28932307,黃大承,,121.505096435547,25.1524600982666
1752847,五堵福興宮,福德正神,,,新北市,新北市汐止區長安里長安路62號之1,道教,補辦登記,02-86476127,魏平欽,,121.668899536133,25.0783100128174
1752849,覺圓寺,釋迦牟尼佛,,,新北市,新北市新店區廣興里成功路43號,佛教,補辦登記,02-26668862,釋體相,,121.540901184082,24.8993091583252
1752850,濟公慈航寺,濟公活佛,,,新北市,新北市新店區銀河路86號,佛教,補辦登記,02-22171069,洪和睦,,121.580596923828,24.9596500396729
1752854,金海禪寺,釋迦牟尼佛,,,新北市,新北市萬里區磺潭里公館崙35之1號,佛教,補辦登記,02-24983705,李志亮,,121.635299682617,25.2112808227539
1752861,福德宮,福德正神,,,桃園市,桃園市新屋區笨港里6鄰29-2號,道教,補辦登記,-0932281450,李煖,,121.023933410645,24.9704132080078
1752864,正覺寺,釋迦牟尼佛,,,新北市,新北市萬里區雙興里達天13之1號,佛教,補辦登記,02-24929033,邱鴻光,,121.63289642334,25.1836204528809
1752865,金山財神廟,龍德星君,,,新北市,新北市萬里區公館崙52之2號,道教,補辦登記,02-24081190,郭義彥,,121.654899597168,25.2119102478027
1752870,龍天宮,神農大帝,,,新竹縣,新竹縣新埔鎮南平里南平路100巷27號,道教,正式登記,03-0937539791,張泉霖,,121.05729675293,24.8374805450439
1752873,劍童廟,劍童公,,,臺北市,臺北市松山區復勢里八德路3段199巷1號,道教,正式登記,02-25791605,林水永,,121.553733825684,25.0476627349854
1752903,大靈宮,開漳聖王,,,基隆市,基隆市安樂區基金二路3巷17之3號,道教,補辦登記,-0921934298,陳得麟,,121.701538085938,25.1437702178955
1752905,靈巖寺,普庵祖師,,,新北市,新北市平溪區嶺腳里嶺腳寮104號,佛教,補辦登記,02-24951887,林瑞祺,,121.744400024414,25.0433692932129
1752941,慈光山人乘寺幸福講堂,釋迦牟尼佛,,,新竹市,新竹市東區水源里16鄰太原路368之1號,佛教,補辦登記,03-5726795,李文達,,120.993988037109,24.8138866424561
1752943,北海濟世宮,天上聖母,,,新北市,新北市三芝區店子里店子37之3號,道教,補辦登記,02-26372307,周義雄,,121.505798339844,25.2049293518066
1752944,印心寺,釋迦牟尼佛,,,桃園市,桃園市大溪區信義路729號,佛教,補辦登記,03-3885519,江芷蓮,,121.31111907959,24.8961277008057
1752953,龍興宮,四府將軍,,,新北市,新北市平溪區十分里十分街312號,道教,補辦登記,02-24958766,胡維華,,121.775497436523,25.0436496734619
1752955,台北市北投至妙寺,釋迦牟尼佛,,,臺北市,臺北市北投區泉源里東昇路117之2號,佛教,正式登記,02-28925642,吳夢儀,,121.530403137207,25.1482200622559
1752962,台北市大安區福安宮,福德正神,,,臺北市,臺北市大安區虎嘯里臥龍街61號,道教,正式登記,02-27320830,陳黃綉貝,,121.547477722168,25.0221042633057
1752972,十方禪林,釋迦牟尼佛,,,新竹縣,新竹縣峨眉鄉湖光村8鄰14寮6-3號,佛教,正式登記,03-5806276,釋宏善,,120.988296508789,24.67991065979
1752976,壹同寺,釋迦牟尼佛,,,新竹市,新竹市東區柴橋里1鄰明湖路365巷1號,佛教,正式登記,03-5204367,姚玉雀,,120.967498779297,24.7779369354248
