,name,god_0,god_1,god_2,city,addr,religion,tel,principal,longitude,latitude,dist
316,名山宮,福德正神,,,基隆市,壽山路19之1號,道教,02-24259220,朱清景,121.755279541016,25.1347198486328,信義區
317,靜修禪寺,普庵祖師,,,基隆市,東信路258巷132號,佛教,02-24662191,鄭葉文,121.76261138916,25.1315517425537,信義區
318,啟化講堂,明明上帝,,,基隆市,獅球路48巷174號,一貫道,02-24334972,高遂鳳,121.734497070313,25.1224594116211,仁愛區
319,富文宮,三府王爺,,,桃園市,北港里10鄰潮音二路190號,道教,03-3861424,許阿鐘,121.16926574707,25.0769519805908,大園區
320,智成堂,關聖帝君,,,新北市,錫板里海尾17號,道教,02-26362557,楊邱美雲,121.478996276855,25.2569904327393,三芝區
321,妙宗秀明宮,普庵祖師,,,新北市,興華里車埕68號之1,道教,02-26371998,邱黃金子,121.493698120117,25.1933193206787,三芝區
322,圓覺精舍,釋迦牟尼佛,,,桃園市,福德里13鄰光華二街1號,佛教,03-4635396,張松村,121.257400512695,24.9779510498047,中壢區
323,三元宮,三官大帝,,,新竹縣,南坑村2鄰九份子29號,道教,03-5801014,羅玉湘,121.054420471191,24.6746444702148,北埔鄉
324,長慶廟,福德正神,,,臺北市,板溪里晉江街34號,道教,02-23653426,洪文勝,121.521842956543,25.0251026153564,中正區
325,上清宮,天上聖母,,,新北市,集福里成泰路四段43之1號,道教,02-22912961,鄭漢騰,121.456497192383,25.1117401123047,五股區
326,草山福德宮,福德正神,,,基隆市,調和街154之3號,道教,02-24693042,邱明山,121.798500061035,25.1315498352051,中正區
327,金山寺,釋迦牟尼佛,,,新北市,清泉里8鄰西勢13之1號,佛教,02-24987696,林美皇,121.624885559082,25.2346858978271,金山區
328,五股玄女宮,九天玄女,,,新北市,民義路一段220巷21號,道教,02-22914610,李士彬,121.429298400879,25.095100402832,五股區
329,明玄宮,地母至尊,,,基隆市,南榮路117巷31弄1號,道教,02-24223163,林木火,121.743797302246,25.1257705688477,仁愛區
330,福長宮,福德正神,,,基隆市,北寧路369巷43之7號,道教,02-00000000,朱英和,121.802192687988,25.1423473358154,中正區
331,寧興宮,楊府真人,,,新竹市,三民里14鄰民族路193巷16號,道教,03-5335291,呂惟源,120.979698181152,24.8100700378418,東區
332,岐山巖,清水祖師,,,新北市,屈尺里屈尺路125號,道教,02-26668220,唐萬居,121.545097351074,24.9232807159424,新店區
333,潤濟宮,三官大帝,,,新北市,安康路三段306號,道教,02-22151417,廖榮權,121.487396240234,24.9521503448486,新店區
334,集義宮,三府王爺,,,臺北市,富福里康定路249號,道教,02-23067676,高王燦,121.50129699707,25.0349102020264,萬華區
335,保坪宮,玄天上帝,,,新北市,坪林街79號,道教,02-00000000,陳人華,121.711502075195,24.9371299743652,坪林區
336,壽山宮,天上聖母,,,新北市,泰平里溪尾寮45號,道教,02-24933518,呂傳義,121.820899963379,24.9675903320313,雙溪區
337,深庫佛寺,釋迦牟尼佛,,,新北市,外柑里15鄰三叉坑11之2號,佛教,02-24934257,曾清和,121.829696655273,25.0012435913086,雙溪區
338,興隆宮,福德正神,,,基隆市,興隆街2號邊,道教,02-24577718,陳桂葉(暫代),121.745697021484,25.1033897399902,暖暖區
339,福林宮,三官大帝,,,桃園市,福林里9鄰6號,道教,03-4699226,張金龍,121.213150024414,24.8994426727295,平鎮區
340,福德祠,福德正神,,,桃園市,東社里圳南路11鄰18巷2之1號,道教,03-4501106,姜尾鳳,121.24390411377,24.9234752655029,平鎮區
341,圓光寺,釋迦牟尼佛,,,新竹市,高峰里12鄰高峰路131號,佛教,03-5224064,釋文徹,120.974403381348,24.7908992767334,東區
342,和德宮,福德正神,,,新北市,樟樹一路129巷34弄21號,道教,02-26415298,黃天福,121.640502929688,25.0653800964355,汐止區
343,賜福宮,福德正神,,,新北市,茄苳里茄福街76巷1號邊,道教,02-86480327,鄭月春,121.672401428223,25.067289352417,汐止區
344,板橋區深丘福德宮,福德正神,,,新北市,區運路77號,道教,02-29610359,黃水盛,121.467796325684,25.0112495422363,板橋區
345,福安宮,關聖帝君,,,新北市,樟樹二路357號門前,道教,02-26423520,吳生輝,121.644607543945,25.0744934082031,汐止區
346,仁和佛院,彌勒佛,,,新竹縣,坑子口上坑村189之1號,一貫道,03-5595031,翁生春,120.976196289063,24.8844699859619,新豐鄉
347,德和宮,福德正神,,,基隆市,復興路228之1號,道教,02-24377659,楊振源,121.726081848145,25.1466941833496,中山區
348,善果林淨土寺,阿彌陀佛,觀世音菩薩,大勢至菩薩,桃園市,過嶺里4鄰福田路99號,佛教,03-4907463,周書賢,121.167503356934,24.9584007263184,中壢區
349,普濟寺（原名鐵真院）,普庵祖師,,,臺北市,溫泉路112、114號,佛教,02-28914386,陳建中,121.515197753906,25.141300201416,北投區
350,新福宮,福德正神,,,新北市,茄苳路25號後方100公尺處,道教,02-86488948,陶威中,121.665298461914,25.0709400177002,汐止區
351,三崇宮,三官大帝,,,桃園市,新榮里振興西路16鄰112號之1,道教,03-4923027,卓信旺,121.214500427246,24.9458694458008,平鎮區
352,元光寺,釋迦牟尼佛,,,新竹縣,七星村13鄰6寮53號,佛教,03-5809351,釋普獻,121.01358795166,24.6425533294678,峨眉鄉
353,翠壁岩寺,釋迦牟尼佛,,,新竹市,仙宮里5鄰高翠路6號,佛教,03-5226555,楊碧娟,120.987648010254,24.78493309021,東區
354,燥坑永和宮,三官大帝,,,新竹縣,南新里燥坑5鄰61之2號,道教,03-5872740,劉興業,121.167617797852,24.7756328582764,關西鎮
355,基隆太白莊福德宮,福德正神,,,基隆市,光華路15巷11之1號,佛教,02-24286519,呂清波,121.744102478027,25.1535892486572,中山區
356,汾陽宮,開漳聖王,,,臺北市,福興里石牌路1段58巷28弄臨7號,道教,02-28272054,郭金龍,121.512100219727,25.1124401092529,北投區
357,增福慈惠堂,瑤池金母,,,新北市,長青里八連路三段238號之3,道教,02-26452242,張秋霞,121.610122680664,25.1223297119141,汐止區
358,濟德宮,天上聖母,,,新北市,禮門里中正路239號,道教,02-26411362,許仲辰,121.657699584961,25.0685501098633,汐止區
359,中埔聖德宮,福德正神,,,新竹市,中埔里7鄰牛埔東路150巷3號,道教,03-5386461,曾炎基,120.947792053223,24.7979068756104,香山區
360,福安堂,普庵祖師,,,桃園市,朝陽街36巷15號,佛教,03-3324385,呂阿美,121.313697814941,24.9971809387207,桃園區
361,代天府,三府王爺,,,新北市,汽車路56號,道教,02-24976759,石智能,121.845703125,25.111270904541,瑞芳區
362,忠義宮蘇府王爺廟,蘇府王爺,,,新北市,中正路一段32號,道教,02-28051276,陳榮煌,121.426597595215,25.1766204833984,淡水區
363,淡水清水巖,清水祖師,,,新北市,清水街87號,道教,02-26212236,李宗燦,121.441101074219,25.1703205108643,淡水區
364,下街福德宮,福德正神,,,新北市,智慧里汐萬路一段37號,道教,092-8609111,高睿勲,121.655601501465,25.0679607391357,汐止區
365,青山巖,普庵祖師,,,新北市,柴埕里柴埕路52巷20號,佛教,02-22116642,周艷麗,121.510200500488,24.9657592773438,新店區
366,萬里區磺潭里福德宮,福德正神,,,新北市,磺潭里磺溪12號左前方100公尺,道教,032-983580,江榮春,121.630165100098,25.2031211853027,萬里區
367,新店竹雲寺,普庵祖師,,,新北市,員潭里中生路149號,佛教,02-22195353,吳竹崎,121.567306518555,24.9499549865723,新店區
368,富士坪福德宮,福德正神,,,新北市,溪底里富士坪6號之2,道教,02-24923479,吳貦鈍,121.621681213379,25.1558666229248,萬里區
369,長興宮,福德正神,,,新北市,粗坑里新烏路1段70號,道教,02-26667370,鄭明華,121.5458984375,24.9473991394043,新店區
370,先帝宮,神農大帝,,,新北市,雙坑里北宜路3段335巷15號,道教,02-22176253,葉進芳,121.609596252441,24.9572296142578,新店區
371,開靈慈隱宮,普庵祖師,,,新北市,廣興里小坑二路2巷7號,道教,02-26668090,鄭菊,121.532302856445,24.9166297912598,新店區
372,建業福德宮,福德正神,,,新北市,日興里建業路2號之1,道教,02-22156266,余昱興,121.484100341797,24.9512805938721,新店區
373,野柳保安宮,開漳聖王,,,新北市,野柳里港東69號,道教,02-24925659,林元莊,121.688102722168,25.2044792175293,萬里區
374,北城順清宮,正一天師,,,新北市,磺潭里清水路18號,道教,02-24987405,諶游永,2.68102189693309e-06,8.04544288257603e-06,萬里區
375,萬里里成功新邨福德宮,福德正神,,,新北市,萬里里成功新村環河路旁,道教,02-24921789,何文杞,-3.48675457644276e-05,-0.0001072884115274,萬里區
376,天佛禪寺,藥師佛,,,新北市,大林里(魚逮)魚堀26之2號,佛教,02-26658092,印良,121.7041015625,24.924430847168,坪林區
377,慈安宮,天上聖母,,,新北市,三港里三港7號,道教,02-24931816,葉俊郎,121.880096435547,25.0529403686523,雙溪區
378,志安宮,五府千歲,,,新北市,明志路3段196巷23弄22號,道教,02-29023064,顏日清,121.422798156738,25.0389995574951,泰山區
379,蓮光寺,釋迦牟尼佛,,,新北市,興華里鄰車埕9之1號,佛教,02-26372047,陳金英,121.502502441406,25.2001399993896,三芝區
380,天德宮,關聖帝君,,,基隆市,中正路656巷97號,道教,02-24621239,蘇忠山,121.767700195313,25.1497402191162,中正區
381,鎮天宮,五年千歲,,,新北市,法鼓118號,道教,02-24982114,李鑫濃,121.638000488281,25.2221508026123,金山區
382,武英殿廟,西秦王爺,,,新北市,美田里文化二路4號,道教,02-24981624,許權賜,121.63680267334,25.2247295379639,金山區
383,法雨山普宜苑,釋迦牟尼佛,,,臺北市,溪山里至善路3段181巷5弄5號,佛教,02-28413393,張立臻,121.577201843262,25.1213798522949,士林區
384,仙洞巖佛寺,釋迦牟尼佛,,,基隆市,仁安街1號(右側天然山洞),佛教,02-24228359,吳海芳,121.748245239258,25.1450424194336,中山區
385,五顯宮,五顯大帝,,,基隆市,定國街149號,道教,02-24232348,洪士文,121.732200622559,25.1360893249512,安樂區
386,東興廟,里主尊王爺,,,基隆市,東勢街8之25號,道教,02-24572286,李銘村,121.73860168457,25.0950107574463,暖暖區
387,竹林寺,釋迦牟尼佛,,,新北市,文中里文中路66號,佛教,02-29111937,陳麗君,121.541702270508,24.9564208984375,新店區
388,萬里區龜吼里鼓亭路福安宮,福德正神,,,新北市,龜吼里鼓亭路11號之1,道教,02-24921927,林家淵,121.68359375,25.1902828216553,萬里區
389,北基福德宮,福德正神,,,新北市,北基里忠一街1號對面,道教,02-24921239,王水慶,121.686401367188,25.1764698028564,萬里區
390,泰山鳳山寺,廣澤尊王,,,新北市,大科里1鄰大科路80號旁,道教,02-29096966,黃宗德,121.410003662109,25.0613594055176,泰山區
391,金山寺,釋迦牟尼佛,,,基隆市,金山街52號,佛教,02-24592378,釋宗音,121.740501403809,25.1004600524902,暖暖區
392,顯應祖師泰山巖,顯應祖師,,,新北市,山腳里明志路1段254號,佛教,02-29094226,李鴻鈞,121.431999206543,25.0606803894043,泰山區
393,南天宮,玉皇大帝,,,基隆市,南榮路231巷35號,道教,02-24235161,游林碧英,121.743919372559,25.1214237213135,仁愛區
394,浮雲寺,普庵祖師,,,基隆市,平一路12號,佛教,02-24624074,劉坤輝,121.765914916992,25.1553974151611,中正區
395,淡水大庄福德廟府,福德正神,,,新北市,沙崙里新民街一段136號,道教,02-28052332,謝敏男,121.427597045898,25.1891193389893,淡水區
396,林口嘉天宮,天上聖母,,,新北市,嘉寶里嘉溪雅坑27號,道教,02-26052386,黃偉義,121.316802978516,25.1190605163574,林口區
397,竹林慈玄宮,玄天上帝,,,新北市,民生里大同路220號,道教,02-28098878,蔡錦賢,121.465202331543,25.1413307189941,淡水區
398,林口雷興寺仙公廟,孚佑帝君,,,新北市,竹林路270號,道教,02-26013878,陳文杰,121.389938354492,25.0813140869141,林口區
399,林口鄉鳳陽寺,普庵祖師,,,新北市,湖北里6鄰湖子36號之1,道教,02-86012030,洪麗媚,121.386077880859,25.0934410095215,林口區
400,新北市淡水區普照寺,釋迦牟尼佛,,,新北市,賢孝里公埔子2號,佛教,02-28011596,林靜宜,121.463302612305,25.2266902923584,淡水區
401,十方大法寺,燃燈佛,釋迦牟尼佛,彌勒佛,新北市,靜安路三段10號,佛教,02-24951363,呂瑞麒,121.750297546387,25.0258903503418,平溪區
402,蓮法寺,釋迦牟尼佛,,,基隆市,劉銘傳路29號,佛教,02-24247776,釋傳璽,121.750900268555,25.1271591186523,仁愛區
403,銅陵關聖帝君廟,關聖帝君,,,基隆市,獅球路163號,道教,02-24317182,林捷盛,121.73690032959,25.1242351531982,仁愛區
404,聖佑宮,天上聖母,,,新北市,永福街269號,道教,02-22869473,黃文雄,121.481903076172,25.0742607116699,三重區
405,大和宮,福德正神,,,基隆市,中船路112巷30弄63號,道教,02-24288580,李煥文,121.753410339355,25.1376285552979,中正區
406,紫竹巖,普庵祖師,,,基隆市,中船路78巷22號,佛教,02-24226683,何文美,121.751907348633,25.1371974945068,中正區
407,菩因禪寺,阿彌陀佛,,,桃園市,後厝村4鄰10-5號,佛教,03-3867908,李秀琴,121.225051879883,25.0875701904297,大園區
408,承天宮,延平郡王,,,新北市,磺港里磺港路161號,道教,02-24983239,謝福壽,121.644599914551,25.2254600524902,金山區
409,淨因寺,釋迦牟尼佛,,,臺北市,臨溪里劍南路201號,佛教,02-28412935,謝江麗英,121.556396484375,25.0999202728271,士林區
410,鶯歌碧龍宮,八卦祖師,,,新北市,建德里中正一路碧龍巷33號,道教,02-26795842,周德永,121.366096496582,24.9623603820801,鶯歌區
411,林口福滿宮,福德正神,,,新北市,嘉寶里寶斗厝坑38號之2,道教,02-26051109,黃凱生,121.347602844238,25.1156406402588,林口區
412,淡水鎮天后宮,天上聖母,,,新北市,中興里水源街1段53巷31號之8,道教,02-26229233,呂雨亭,121.444755554199,25.1751346588135,淡水區
413,台北市聖安宮,天上聖母,,,臺北市,和德里西園路2段372巷16號,道教,02-23075012,洪全璋,121.495796203613,25.0306301116943,萬華區
414,芝山巖惠濟宮,開漳聖王,,,臺北市,名山里至誠路1段326巷26號,道教,02-28311728,邱德旺,121.536697387695,25.1014499664307,士林區
415,仁義宮,關聖帝君,,,基隆市,太白街37巷3號,佛教,02-24231035,廖柯巧雲,121.745903015137,25.1470508575439,中山區
416,福德宮,福德正神,,,基隆市,文明路65號,佛教,02-24239180,梁高淑真,121.729301452637,25.1569900512695,中山區
417,福慈宮,福德正神,,,臺北市,中央北路4段30巷臨68號,道教,02-28916058,丁福訓,121.476196289063,25.1380004882813,北投區
418,上下山三崁店福德祠,福德正神,,,新竹縣,上山村文山路1205號,道教,03-5922260,何信橋,121.064102172852,24.790599822998,芎林鄉
419,協天宮,關聖帝君,,,桃園市,樹林村5鄰55號,道教,03-4839546,李德木,121.121223449707,25.0525035858154,觀音區
420,儒林佛院,彌勒佛,,,新北市,隆盛里八分寮43號,一貫道,02-26633756,林義雄,121.642303466797,25.0119495391846,石碇區
421,青龍宮,九龍三公,,,臺北市,和平里雙園街60巷88號,道教,02-23066456,林祈賢(代),121.492401123047,25.0288200378418,萬華區
422,泓德佛堂,明明上帝,,,桃園市,富國路717巷12-3號,一貫道,03-3071758,姚明宏,121.279167175293,25.0217552185059,桃園區
423,深坑慈聖宮,蘇府王爺,,,新北市,北深路1段300號,道教,02-26621515,黃明亮,121.623596191406,25.0055904388428,深坑區
424,九份聖明宮,關聖帝君,,,新北市,崇文里街頂巷56號,道教,02-24972819,林添麟,121.844200134277,25.1078796386719,瑞芳區
425,磅磅仔三府宮,三府王爺,,,新北市,瑞濱里瑞濱路55之2號,道教,02-24976104,張進忠,121.825897216797,25.1208992004395,瑞芳區
426,賢孝玄聖殿,無極聖祖,,,新北市,賢孝里後洲子6之1號,道教,02-28010796,游天來,121.448501586914,25.2238292694092,淡水區
427,財團法人桃園市大樹林天后宮,天上聖母,,,桃園市,保羅街58號,,03-3626009,,121.309562683105,24.9825839996338,桃園區
428,桃園市中山福德宮,福德正神,,,桃園市,泰成路62巷67-3號,道教,092-0713097,林人哲,121.297309875488,24.9886035919189,桃園區
429,忠孝宮,關聖帝君,,,新北市,深澳里14鄰建基路二段5號,道教,09-35142040,陳世力,121.810997009277,25.1324195861816,瑞芳區
430,玉山宮,福德正神,,,桃園市,大同西路122號,道教,03-3355862,游輝居,121.301246643066,24.9892101287842,桃園區
431,宏德宮,福德正神,,,桃園市,龍崗里上海路226-1號,道教,03-3797236,蕭愛圓,121.281929016113,24.9932460784912,桃園區
432,新興宮,天上聖母,,,新北市,鼻頭里鼻頭路41號之2,道教,02-24911322,王彥斌,121.916297912598,25.1246891021729,瑞芳區
433,助順將軍廟,助順將軍,,,臺北市,萬壽里康定路9、11、13號,道教,02-23716144,洪祝顯,121.503303527832,25.0454292297363,萬華區
434,福山宮,福德正神,,,新北市,永慶里崙頂路2號,道教,02-24960303,江本平,121.846420288086,25.1071548461914,瑞芳區
435,田都元帥廟,田都元帥,,,基隆市,西川里新西街2巷55之3號,道教,02-24273596,姚強(逕予登錄),121.729705810547,25.1363735198975,安樂區
436,圓通寺,普庵祖師,,,基隆市,新西街89巷26號,佛教,02-24233552,郭果賢,121.725997924805,25.1397800445557,安樂區
437,台北市北投區佛林寺,阿彌陀佛,觀世音菩薩,大勢至菩薩,臺北市,林泉里溫泉路150-1號,佛教,02-28968310,吳柏宏,121.513298034668,25.1390895843506,北投區
438,虎形山福德宮,福德正神,,,新北市,新昌里招商街1號,道教,02-26435405,林萬財,121.665397644043,25.069709777832,汐止區
439,鳳和宮,天上聖母,,,新竹市,樹下里7鄰浸水街191巷54號,道教,03-5300136,吳漢欽,120.931884765625,24.7977046966553,香山區
440,頂埔宮,福德正神,,,新竹市,頂埔里18鄰中山路600巷8弄2號,道教,03-5225771,陳文禮,120.954650878906,24.7973175048828,香山區
441,新竹市龍興宮,友聖公,,,新竹市,牛埔東路178巷6-2號,道教,03-5386510,蘇寬裕,120.947250366211,24.7978534698486,香山區
442,幸山宮,廣澤尊王,,,新竹市,南港里6鄰南港街101巷5-1號,道教,03-5374877,許玉堂,120.891960144043,24.7371768951416,香山區
443,拾壹公廟,拾壹公,,,新竹市,虎山里7鄰延平路二段1239巷100號,道教,03-5266772,蔡木榮,120.93677520752,24.8407783508301,北區
444,九份明聖宮,關聖帝君,,,新北市,頌德里坑尾巷37號,道教,02-24971238,魏水田,121.844299316406,25.1114692687988,瑞芳區
445,勸濟堂,關聖帝君,,,新北市,銅山里祈堂路53號,道教,02-24961273,連城珍,121.859802246094,25.1100406646729,瑞芳區
446,淡水真武廟,玄天上帝,,,新北市,八勢里八勢路一段100巷6號,道教,02-28093195,盧木安,121.467300415039,25.1547393798828,淡水區
447,慶安宮,天上聖母,,,基隆市,忠二路1號,道教,02-24247708,童永,121.740798950195,25.1295299530029,仁愛區
448,福安宮,福德正神,,,基隆市,愛四路2巷22號,道教,02-24250557,闕美玉(暫代),121.743698120117,25.1271133422852,仁愛區
449,保安宮,廣澤尊王,,,桃園市,沙崙村12鄰38-1號,道教,03-3836940,陳連壽,121.223808288574,25.0937309265137,大園區
450,台北地藏禪寺,地藏王菩薩,,,臺北市,福安里延平北路7段189號,佛教,02-28100237,林慧明,121.491401672363,25.0996208190918,士林區
451,關聖宮,關聖帝君,,,新北市,石嘈里6鄰碧湖8號之5,道教,02-26657364,鄭天來,121.762092590332,24.8753223419189,坪林區
452,聖德福龍廟,福德正神,,,新北市,保長里保新街147號,道教,02-26486587,曾美華,121.688201904297,25.0699501037598,汐止區
453,慈幸宮,關聖帝君,,,基隆市,信二路74巷21號,道教,02-24229508,連轉旺,121.755599975586,25.1296005249023,信義區
454,財團法人九府仙師普惠堂,九府仙師,,,臺北市,集英里民權西路70巷49號,道教,02-25426811,張輝雄,121.520599365234,25.060640335083,中山區
455,佛國寺,阿彌陀佛,,,新北市,明志里明志路二段254巷16弄37號,佛教,02-22968210,姜仁等,121.426002502441,25.0491409301758,泰山區
456,德安宮,福德正神,,,基隆市,太白街111巷1號,佛教,02-24241880,王金城,121.744499206543,25.1485500335693,中山區
457,北投天保宮,玄天上帝,,,臺北市,中和街秀山里446巷74號樓,道教,02-28934837,葉雲富(代),121.504203796387,25.1390209197998,北投區
458,秀峰山靜修禪院,釋迦牟尼佛,,,新北市,秀山里秀峰路155號,佛教,02-26412614,謝貴貞,121.661499023438,25.0617198944092,汐止區
459,林口新福宮,福德正神,,,新北市,文化北路1段412巷76號前,道教,02-26011833,陳文隆,121.365798950195,25.0761394500732,林口區
460,咸亨宮,福德正神,,,新北市,百忍里自由街2號,道教,02-29173839,陳文雄,121.535400390625,24.9751491546631,新店區
461,祈福保生宮,保生大帝,,,新北市,義山里下圭柔山28之1號,道教,02-26214589,蔡明和,121.45760345459,25.2045593261719,淡水區
462,基隆護國城隍廟,城隍爺,,,基隆市,忠一路7號,道教,02-24250955,郭張碧玉,121.740600585938,25.1308193206787,仁愛區
463,南華宮,三一教主,,,新竹市,南港里2鄰南港街32巷16號,道教,03-5374880,林英男,120.899658203125,24.7416152954102,香山區
464,桃園永安宮,三府王爺,,,桃園市,大有路946巷203號,道教,03-3253416,郭來哲,121.318031311035,25.0256080627441,桃園區
465,萬福寺,普庵祖師,,,新北市,萬福里萬福路75巷73號,道教,02-26622911,張陳美華,121.598701477051,25.009220123291,深坑區
466,福龍宮,天上聖母,,,新北市,海濱里海濱路39號,道教,02-24978281,呂萬和,121.831100463867,25.1243591308594,瑞芳區
467,緣道觀音廟,大自在王佛,,,新北市,蕃薯里安子內3號,佛教,02-26269242,黃錦春,121.48690032959,25.2147407531738,淡水區
468,南山寺,孚佑帝君,,,新北市,漁光里樟空子5號,道教,02-26656697,白明堂,121.72730255127,24.9677391052246,坪林區
469,新店寶橋福壽宮,福德正神,,,新北市,寶福里寶橋路266號,道教,02-29146588,陳金定,121.55290222168,24.9790592193604,新店區
470,保生宮,保生大帝,,,桃園市,永安里13鄰保生路51號,道教,03-4861410,莊忠雄,121.027496337891,24.9882698059082,新屋區
471,靈泉寺,釋迦牟尼佛,,,新北市,溪底里瑞泉路2之6號,佛教,02-24921631,鐘月蓉,121.639503479004,25.1603698730469,萬里區
472,靈霞寺,釋迦牟尼佛,,,新竹縣,七星村14鄰56號,佛教,03-5800371,黃菊妹,121.01619720459,24.6458206176758,峨眉鄉
473,新大眾廟,地藏王菩薩,,,新竹市,光鎮里明湖路281號,佛教,03-5227263,溫明順,120.96800994873,24.7891635894775,東區
474,東門保福德祠,福德正神,,,新竹市,東門里東前街27號,道教,03-5238710,廖建福,120.968101501465,24.804370880127,東區
475,南天南天宮,普庵祖師,,,新北市,民富里民樂街59巷1之1號,道教,02-29280667,吳志浩,121.527702331543,24.9983406066895,永和區
476,清華寺,釋迦牟尼佛,,,新北市,國光路97號,佛教,02-89239966,黃偷算,121.517997741699,25.0094890594482,永和區
477,五福宮,開漳聖王,,,桃園市,五權村6鄰五福路112號,道教,03-3814128,黃文富,121.227958679199,25.0179424285889,大園區
478,金法林,釋迦牟尼佛,,,新北市,重和里秀峰坪1之5號,佛教,02-24080546,江秋,121.599296569824,25.1988906860352,金山區
479,妙法寺,普庵祖師,,,臺北市,溪山里至善路3段307號,佛教,02-28412600,釋悟慈,121.58699798584,25.1234493255615,士林區
480,千佛禪寺,釋迦牟尼佛,,,基隆市,中山一路241巷110號,佛教,02-24258487,蕭淑真,121.738098144531,25.1361293792725,中山區
481,鎮安宮,福德正神,,,基隆市,通仁街18之2號,道教,02-24245843,翁海清,121.737915039063,25.1460227966309,中山區
482,普忠里福德祠,福德正神,,,桃園市,新中一街29號,道教,03-455-2813,陳光明,121.243560791016,24.9600067138672,中壢區
483,陽明山慈惠堂,瑤池金母,,,臺北市,溫泉里奇岩路17號,道教,02-28914336,陳天來,121.508003234863,25.1337890625,北投區
484,和德祠,福德正神,,,臺北市,永樂里甘谷街42號,道教,02-25550172,李林世津,121.510612487793,25.0528335571289,大同區
485,新坡尾福德廟,福德正神,,,臺北市,內湖路3段367號,道教,09-32012098,李明和,121.583503723145,25.0895404815674,內湖區
486,福德宮,福德正神,,,基隆市,瑪東里大同街59之1號旁,道教,02-24310893,李添財,121.686279296875,25.134256362915,七堵區
487,先天道院,明明上帝,,,臺北市,孝德里寶興街188巷2號,一貫道,02-23056278,劉定文,121.495101928711,25.0233306884766,萬華區
488,太初玄清宮,三清道祖,,,新竹市,瑞光街164巷99號,道教,03-5385116,葉金進,120.921195983887,24.7979965209961,香山區
489,育德講堂,普庵祖師,,,桃園市,國際路1段700巷13號,一貫道,03-3665300,陳富美,121.290916442871,24.9774341583252,桃園區
490,保民堂,神農大帝,,,新北市,瓜山里金光路117號,道教,02-24961249,郭先智,121.853897094727,25.1062297821045,瑞芳區
491,淡水行忠宮,關聖帝君,,,新北市,沙崙里新民街一段80號,道教,091-0759187,黃德利,121.427597045898,25.1891193389893,淡水區
492,佛教弘誓學院,釋迦牟尼佛,,,桃園市,新富路一段622巷28號,佛教,03-4987325,李素英,121.142555236816,25.0089721679688,觀音區
493,德玄宮,太上老君,,,新北市,豐田里3鄰磨石坑36號,道教,02-26631845,吳春生,121.69165802002,24.9659423828125,石碇區
494,福德祠,福德正神,,,新北市,長安里長興街一段79號之1,道教,02-86488699,蘇文進,121.670799255371,25.0797595977783,汐止區
495,神桌洲福德宮(已廢止),福德正神,,,新北市,大觀路2段174巷129弄70號邊,道教,02-29683323,施火星,121.442001342773,25.0004997253418,板橋區
496,正興宮,孚佑帝君,,,新北市,崁頂里崁頂15號,道教,02-26230910,呂嘉騏,121.439399719238,25.1858806610107,淡水區
497,鼻頭福靈宮,福德正神,,,新北市,鼻頭路1號後,道教,09-63757871,陳旺佳,121.915786743164,25.1248645782471,瑞芳區
498,豐安廟,四府將軍,,,新竹市,大庄里7鄰宮口街57巷23號,道教,03-5382639,張江河,120.921508789063,24.7918186187744,香山區
499,后厝福德宮,福德正神,,,桃園市,保障村15鄰草漯107-1號,道教,03-4830448,曾武龍,121.145904541016,25.0492897033691,觀音區
500,港口奉聖宮,天上聖母,,,臺北市,臥龍街11055 431巷52號,道教,02-27361249,羅李阿昭,121.563499450684,25.012020111084,信義區
501,福壽宮,福德正神,,,新北市,環河里2鄰吉林街24巷底,道教,02-26941552,林蔡金麗,121.619400024414,25.064769744873,汐止區
502,保長仙姑廟,陳仙姑,,,新北市,保長里長興街二段50巷50號之1,道教,02-86489949,林素美,121.675498962402,25.080680847168,汐止區
503,瑞濱深德宮,天上聖母,,,新北市,瑞濱里瑞濱路123之1號,道教,02-24966599,黃國展,121.820701599121,25.119499206543,瑞芳區
504,蓮池寺,釋迦牟尼佛,,,臺北市,柳鄉里桂林路246巷48號,佛教,02-23060053,劉清銓,121.492500305176,25.0368003845215,萬華區
505,天寶殿,瑤池金母,,,新北市,樹興里白石腳3號,道教,02-26219597,翁嘉宏,121.487503051758,25.1751708984375,淡水區
506,財團法人台灣省基隆市慈安宮,中壇元帥,,,基隆市,正義路2巷6之1號,道教,02-24231572,,121.74747467041,25.1327648162842,中正區
507,財團法人台灣省桃園縣大崙崇德宮,三官大帝,,,桃園市,內厝里9鄰中正路4段26巷36號,,03-4982592,劉利添,0.0,0.0,中壢區
508,九龍順天宮,玄天上帝,,,新北市,集賢里凌雲路2段35號之1,道教,02-22923479,李永芳,121.43879699707,25.1027507781982,五股區
509,玉泉山普照宮,關聖帝君,,,新竹縣,商華里環山路5號,道教,03-5962478,邱鴻發,121.082939147949,24.7328357696533,竹東鎮
510,甘泉寺,普庵祖師,,,桃園市,觀音里1鄰甘泉街1號,佛教,03-4732622,曾献奉,121.081703186035,25.0369853973389,觀音區
511,南屏山壺酒寺,濟公活佛,,,新北市,永定里8鄰蚯蚓坑19之3號,佛教,093-6340093,蔡水面,121.690299987793,25.0034503936768,石碇區
512,覺真宮,孚佑帝君,,,新北市,格頭里北宜路5段濕水子巷2號,道教,02-26651769,陳金財,121.634696960449,24.9509506225586,石碇區
